TIME,SOFTWARE,STATUS,FEATURE,USER_MACHINE,LICENSES
17:46:22,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
18:01:52,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
18:01:52,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
18:17:22,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
18:17:22,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
18:32:52,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
18:32:52,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
18:48:22,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
18:48:22,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
19:03:52,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
19:03:52,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
19:19:22,(ABAQUSLM),DENIED:,abaqus,askmanson@node353.igcar.gov.in,(25
19:19:22,(ABAQUSLM),DENIED:,explicit,askmanson@node353.igcar.gov.in,(25
19:23:41,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(30
19:23:41,(ABAQUSLM),IN:,abaqus,kulbir@node350.igcar.gov.in,(30
19:23:41,(ABAQUSLM),OUT:,abaqus,askmanson@node353.igcar.gov.in,(25
19:23:41,(ABAQUSLM),IN:,parallel,kulbir@node350.igcar.gov.in,(72
19:23:52,(ABAQUSLM),OUT:,parallel,askmanson@node353.igcar.gov.in,(48
20:03:25,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
20:03:25,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
21:10:55,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
21:10:55,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
21:10:55,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
21:11:39,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
21:11:39,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
21:11:39,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
21:18:20,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
21:18:20,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
19:17:09,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
19:17:09,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
20:42:11,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
20:42:11,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
8:37:35,(ABAQUSLM),IN:,explicit,askmanson@node348.igcar.gov.in,(25
8:37:35,(ABAQUSLM),IN:,abaqus,askmanson@node348.igcar.gov.in,(25
8:37:35,(ABAQUSLM),IN:,parallel,askmanson@node348.igcar.gov.in,(48
21:21:58,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
21:21:58,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
21:21:58,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
21:24:44,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
21:24:44,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
21:27:57,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
21:27:57,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
9:55:43,(ABAQUSLM),OUT:,abaqus,kulbir@node355.igcar.gov.in,(30
9:55:43,(ABAQUSLM),OUT:,standard,kulbir@node355.igcar.gov.in,(30
9:55:44,(ABAQUSLM),OUT:,parallel,kulbir@node355.igcar.gov.in,(72
9:57:00,(ABAQUSLM),IN:,standard,kulbir@node355.igcar.gov.in,(30
9:57:00,(ABAQUSLM),IN:,abaqus,kulbir@node355.igcar.gov.in,(30
9:57:00,(ABAQUSLM),IN:,parallel,kulbir@node355.igcar.gov.in,(72
9:57:15,(ABAQUSLM),OUT:,abaqus,kulbir@node355.igcar.gov.in,(30
9:57:15,(ABAQUSLM),OUT:,standard,kulbir@node355.igcar.gov.in,(30
9:57:15,(ABAQUSLM),OUT:,parallel,kulbir@node355.igcar.gov.in,(72
12:13:19,(ABAQUSLM),IN:,abaqus,kulbir@node355.igcar.gov.in,(30
12:13:19,(ABAQUSLM),IN:,parallel,kulbir@node355.igcar.gov.in,(72
12:13:19,(ABAQUSLM),IN:,standard,kulbir@node355.igcar.gov.in,(30
12:14:37,(ABAQUSLM),OUT:,abaqus,kulbir@node355.igcar.gov.in,(30
12:14:37,(ABAQUSLM),OUT:,standard,kulbir@node355.igcar.gov.in,(30
12:14:38,(ABAQUSLM),OUT:,parallel,kulbir@node355.igcar.gov.in,(72
12:29:38,(ABAQUSLM),IN:,standard,kulbir@node355.igcar.gov.in,(30
12:29:38,(ABAQUSLM),IN:,abaqus,kulbir@node355.igcar.gov.in,(30
12:29:38,(ABAQUSLM),IN:,parallel,kulbir@node355.igcar.gov.in,(72
12:29:41,(ABAQUSLM),OUT:,abaqus,kulbir@node348.igcar.gov.in,(34
12:29:41,(ABAQUSLM),OUT:,standard,kulbir@node348.igcar.gov.in,(34
12:29:41,(ABAQUSLM),OUT:,parallel,kulbir@node348.igcar.gov.in,(96
12:29:41,(ABAQUSLM),1682927837/0/6.17-1/0/64/34,59/34/sta_par/19407/kulbir/unknown/node348.igcar.gov.in,,
12:49:27,(lmgrd),TIMESTAMP,5/1/2023,,
13:49:43,(ABAQUSLM),TIMESTAMP,5/1/2023,,
15:10:52,(ABAQUSLM),DENIED:,abaqus,kulbir@node355.igcar.gov.in,(30
15:10:52,(ABAQUSLM),DENIED:,standard,kulbir@node355.igcar.gov.in,(30
15:10:52,(ABAQUSLM),QUEUED:,abaqus,kulbir@node355.igcar.gov.in,(30
15:10:52,(ABAQUSLM),OUT:,standard,kulbir@node355.igcar.gov.in,(30
15:12:09,(ABAQUSLM),1682937584/1/6.19-1/25/exp_par/17719/askmanson/unknown/node353.igcar.gov.in,,,
15:12:09,(ABAQUSLM),IN:,explicit,askmanson@node353.igcar.gov.in,(25
15:12:09,(ABAQUSLM),IN:,abaqus,askmanson@node353.igcar.gov.in,(25
15:12:09,(ABAQUSLM),OUT:,abaqus,kulbir@node355.igcar.gov.in,(30
15:12:09,(ABAQUSLM),IN:,parallel,askmanson@node353.igcar.gov.in,(48
15:12:22,(ABAQUSLM),OUT:,parallel,kulbir@node355.igcar.gov.in,(72
15:12:22,(ABAQUSLM),1682937598/0/6.17-1/0/64/64,64/30/sta_par/26086/kulbir/unknown/node355.igcar.gov.in,,
17:19:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
17:19:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
17:19:57,(ABAQUSLM),QUEUED:,abaqus,askmanson@node352.igcar.gov.in,(25
17:19:57,(ABAQUSLM),OUT:,explicit,askmanson@node352.igcar.gov.in,(25
17:34:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
17:34:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
17:50:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
17:50:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
18:05:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
18:05:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
18:21:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
18:21:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
18:36:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
18:36:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
18:49:27,(lmgrd),TIMESTAMP,5/1/2023,,
18:52:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
18:52:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
19:07:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
19:07:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
19:23:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
19:23:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
19:38:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
19:38:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
19:54:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
19:54:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
19:54:47,(ABAQUSLM),TIMESTAMP,5/1/2023,,
20:09:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
20:09:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
20:25:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
20:25:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
20:40:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
20:40:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
20:56:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
20:56:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
21:11:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
21:11:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
21:27:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
21:27:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
21:42:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
21:42:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
21:58:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
21:58:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
22:13:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
22:13:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
22:29:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
22:29:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
22:44:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
22:44:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
23:00:27,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
23:00:27,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
23:15:57,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
23:15:57,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
23:31:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
23:31:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
23:46:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
23:46:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
0:02:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
0:02:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
0:17:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
0:17:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
0:33:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
0:33:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
0:48:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
0:48:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
0:49:27,(lmgrd),TIMESTAMP,5/2/2023,,
1:04:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
1:04:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
1:19:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
1:19:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
1:35:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
1:35:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
1:50:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
1:50:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
1:59:47,(ABAQUSLM),TIMESTAMP,5/2/2023,,
2:06:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
2:06:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
2:21:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
2:21:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
2:37:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
2:37:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
2:52:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
2:52:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
3:08:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
3:08:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
3:23:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
3:23:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
3:39:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
3:39:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
3:54:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
3:54:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
4:10:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
4:10:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
4:25:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
4:25:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
4:41:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
4:41:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
4:56:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
4:56:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
5:12:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
5:12:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
5:27:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
5:27:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
5:43:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
5:43:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
5:58:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
5:58:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
6:14:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
6:14:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
6:29:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
6:29:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
6:45:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
6:45:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
6:49:27,(lmgrd),TIMESTAMP,5/2/2023,,
7:00:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
7:00:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
7:15:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
7:15:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
7:31:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
7:31:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
7:46:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
7:46:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
8:02:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
8:02:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
8:04:51,(ABAQUSLM),TIMESTAMP,5/2/2023,,
8:17:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
8:17:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
8:33:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
8:33:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
8:48:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
8:48:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
9:04:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
9:04:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
9:19:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
9:19:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
9:35:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
9:35:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
9:50:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
9:50:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
10:06:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
10:06:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
10:21:58,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
10:21:58,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
10:37:28,(ABAQUSLM),DENIED:,abaqus,askmanson@node352.igcar.gov.in,(25
10:37:28,(ABAQUSLM),DENIED:,explicit,askmanson@node352.igcar.gov.in,(25
10:49:37,(ABAQUSLM),1683008233/1/6.17-1/30/sta_par/26086/kulbir/unknown/node355.igcar.gov.in,,,
10:49:37,(ABAQUSLM),IN:,standard,kulbir@node355.igcar.gov.in,(30
10:49:37,(ABAQUSLM),IN:,abaqus,kulbir@node355.igcar.gov.in,(30
10:49:37,(ABAQUSLM),OUT:,abaqus,askmanson@node352.igcar.gov.in,(25
10:49:37,(ABAQUSLM),IN:,parallel,kulbir@node355.igcar.gov.in,(72
10:49:58,(ABAQUSLM),OUT:,parallel,askmanson@node352.igcar.gov.in,(48
10:49:58,(ABAQUSLM),1683008254/0/6.19-1/0/64/25,59/25/exp_par/32482/askmanson/unknown/node352.igcar.gov.in,,
11:17:31,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-24,(4
11:17:31,(ABAQUSLM),OUT:,cae,kulbir@GWS-24,(4
11:17:31,(ABAQUSLM),1683006506/0/6.19-1/0/64/4,63/4/cae/159472/kulbir/unknown/GWS-24,,
11:47:37,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(2
11:47:37,(ABAQUSLM),DENIED:,viewer,kulbir@GWS-17,(Licensed
11:47:37,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(2
11:47:37,(ABAQUSLM),DENIED:,viewer,kulbir@GWS-17,(Licensed
11:47:37,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(2
11:47:37,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:47:54,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:47:54,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:48:11,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:48:11,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:50:27,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:50:27,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:51:57,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:51:57,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:52:16,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:52:16,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:53:28,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
11:53:28,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
11:57:32,(ABAQUSLM),1683008907/1/6.19-1/4/cae/159472/kulbir/unknown/GWS-24,,,
11:57:32,(ABAQUSLM),IN:,cae,kulbir@GWS-24,(4
11:57:32,(ABAQUSLM),IN:,abaqus,kulbir@GWS-24,(4
11:57:44,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-17,(4
11:57:44,(ABAQUSLM),OUT:,cae,kulbir@GWS-17,(4
11:57:45,(ABAQUSLM),1683008919/0/6.19-1/0/64/4,63/4/cae/9492/kulbir/unknown/GWS-17,,
12:49:27,(lmgrd),TIMESTAMP,5/2/2023,,
13:40:57,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
13:40:57,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
13:41:17,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
13:41:17,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
